Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
auto-lifting,com.ngd.autolifting,AutoLiftingApplicationTests,contextLoads,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
auto-lifting,com.ngd.autolifting,AutoLiftingApplicationTests,contextLoads,Empty test,The tool detected the smell in this test method because the test is empty.
