Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
onlinepay,com.nagad.onlinepay,OnlinepayApplicationTests,contextLoads,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
onlinepay,com.nagad.onlinepay,OnlinepayApplicationTests,contextLoads,Empty test,The tool detected the smell in this test method because the test is empty.
