Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
bankintegration,com.nagad.bank,BankApplicationTests,contextLoads,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
bankintegration,com.nagad.bank,BankApplicationTests,contextLoads,Empty test,The tool detected the smell in this test method because the test is empty.
